YearMonth,Value,month_number,date,year,month
192609,-0.0992,561,1926-09-01,1926,Sep
192610,-0.0762,562,1926-10-01,1926,Oct
192611,-0.0734,563,1926-11-01,1926,Nov
192612,-0.2097,564,1926-12-01,1926,Dec
192701,-0.1698,565,1927-01-01,1927,Jan
192702,-0.187,566,1927-02-01,1927,Feb
192703,-0.2534,567,1927-03-01,1927,Mar
192704,-0.2117,568,1927-04-01,1927,Apr
192705,-0.2231,569,1927-05-01,1927,May
192706,-0.198,570,1927-06-01,1927,Jun
192707,-0.0993,571,1927-07-01,1927,Jul
192708,-0.1095,572,1927-08-01,1927,Aug
192709,-0.0219,573,1927-09-01,1927,Sep
192710,0.0204,574,1927-10-01,1927,Oct
192711,-0.0369,575,1927-11-01,1927,Nov
192712,-0.3071,576,1927-12-01,1927,Dec
192801,-0.0672,577,1928-01-01,1928,Jan
192802,-0.1328,578,1928-02-01,1928,Feb
192803,-0.2591,579,1928-03-01,1928,Mar
192804,-0.2384,580,1928-04-01,1928,Apr
192805,-0.1802,581,1928-05-01,1928,May
192806,-0.2748,582,1928-06-01,1928,Jun
192807,-0.1744,583,1928-07-01,1928,Jul
192808,-0.1983,584,1928-08-01,1928,Aug
192809,-0.1862,585,1928-09-01,1928,Sep
192810,-0.1231,586,1928-10-01,1928,Oct
192811,-0.0661,587,1928-11-01,1928,Nov
192812,-0.1648,588,1928-12-01,1928,Dec
192901,-0.4799,589,1929-01-01,1929,Jan
192902,-0.5411,590,1929-02-01,1929,Feb
192903,-0.2611,591,1929-03-01,1929,Mar
192904,-0.2954,592,1929-04-01,1929,Apr
192905,-0.2849,593,1929-05-01,1929,May
192906,-0.2731,594,1929-06-01,1929,Jun
192907,-0.2742,595,1929-07-01,1929,Jul
192908,-0.2109,596,1929-08-01,1929,Aug
192909,-0.2121,597,1929-09-01,1929,Sep
192910,-0.1173,598,1929-10-01,1929,Oct
192911,-0.0982,599,1929-11-01,1929,Nov
192912,-0.5093,600,1929-12-01,1929,Dec
193001,-0.3254,601,1930-01-01,1930,Jan
193002,-0.2008,602,1930-02-01,1930,Feb
193003,-0.0509,603,1930-03-01,1930,Mar
193004,-0.1944,604,1930-04-01,1930,Apr
193005,-0.1971,605,1930-05-01,1930,May
193006,-0.1131,606,1930-06-01,1930,Jun
193007,-0.0626,607,1930-07-01,1930,Jul
193008,-0.0858,608,1930-08-01,1930,Aug
193009,-0.1037,609,1930-09-01,1930,Sep
193010,0.0011,610,1930-10-01,1930,Oct
193011,0.1383,611,1930-11-01,1930,Nov
193012,0.0065,612,1930-12-01,1930,Dec
193101,-0.0509,613,1931-01-01,1931,Jan
193102,-0.2231,614,1931-02-01,1931,Feb
193103,-0.0067,615,1931-03-01,1931,Mar
193104,-0.1648,616,1931-04-01,1931,Apr
193105,-0.1528,617,1931-05-01,1931,May
193106,-0.0229,618,1931-06-01,1931,Jun
193107,-0.0176,619,1931-07-01,1931,Jul
193108,-0.0142,620,1931-08-01,1931,Aug
193109,-0.0097,621,1931-09-01,1931,Sep
193110,0.0069,622,1931-10-01,1931,Oct
193111,-0.1129,623,1931-11-01,1931,Nov
193112,-0.0993,624,1931-12-01,1931,Dec
193201,0.1514,625,1932-01-01,1932,Jan
193202,-0.1707,626,1932-02-01,1932,Feb
193203,-0.1814,627,1932-03-01,1932,Mar
193204,-0.0427,628,1932-04-01,1932,Apr
193205,-0.1696,629,1932-05-01,1932,May
193206,-0.1669,630,1932-06-01,1932,Jun
193207,-0.1142,631,1932-07-01,1932,Jul
193208,-0.1839,632,1932-08-01,1932,Aug
193209,-0.0792,633,1932-09-01,1932,Sep
193210,-0.0941,634,1932-10-01,1932,Oct
193211,-0.206,635,1932-11-01,1932,Nov
193212,-0.1904,636,1932-12-01,1932,Dec
193301,-0.306,637,1933-01-01,1933,Jan
193302,-0.317,638,1933-02-01,1933,Feb
193303,-0.2517,639,1933-03-01,1933,Mar
193304,-0.2077,640,1933-04-01,1933,Apr
193305,-0.2157,641,1933-05-01,1933,May
193306,-0.2043,642,1933-06-01,1933,Jun
193307,-0.1864,643,1933-07-01,1933,Jul
193308,-0.193,644,1933-08-01,1933,Aug
193309,-0.2251,645,1933-09-01,1933,Sep
193310,-0.1904,646,1933-10-01,1933,Oct
193311,-0.2597,647,1933-11-01,1933,Nov
193312,-0.4105,648,1933-12-01,1933,Dec
193401,-0.3115,649,1934-01-01,1934,Jan
193402,-0.0234,650,1934-02-01,1934,Feb
193403,-0.261,651,1934-03-01,1934,Mar
193404,-0.2351,652,1934-04-01,1934,Apr
193405,-0.0471,653,1934-05-01,1934,May
193406,-0.0084,654,1934-06-01,1934,Jun
193407,-0.0963,655,1934-07-01,1934,Jul
193408,-0.0601,656,1934-08-01,1934,Aug
193409,-0.1267,657,1934-09-01,1934,Sep
193410,-0.07,658,1934-10-01,1934,Oct
193411,0.0041,659,1934-11-01,1934,Nov
193412,-0.0281,660,1934-12-01,1934,Dec
193501,-0.2895,661,1935-01-01,1935,Jan
193502,0.169,662,1935-02-01,1935,Feb
193503,-0.1486,663,1935-03-01,1935,Mar
193504,-0.2554,664,1935-04-01,1935,Apr
193505,-0.2032,665,1935-05-01,1935,May
193506,-0.1723,666,1935-06-01,1935,Jun
193507,-0.1154,667,1935-07-01,1935,Jul
193508,-0.1006,668,1935-08-01,1935,Aug
193509,-0.0913,669,1935-09-01,1935,Sep
193510,-0.0109,670,1935-10-01,1935,Oct
193511,-0.2674,671,1935-11-01,1935,Nov
193512,-0.1735,672,1935-12-01,1935,Dec
193601,-0.2536,673,1936-01-01,1936,Jan
193602,-0.3117,674,1936-02-01,1936,Feb
193603,-0.2103,675,1936-03-01,1936,Mar
193604,-0.1772,676,1936-04-01,1936,Apr
193605,-0.1164,677,1936-05-01,1936,May
193606,-0.1073,678,1936-06-01,1936,Jun
193607,-0.0125,679,1936-07-01,1936,Jul
193608,-0.0551,680,1936-08-01,1936,Aug
193609,-0.0405,681,1936-09-01,1936,Sep
193610,-0.0218,682,1936-10-01,1936,Oct
193611,-0.0256,683,1936-11-01,1936,Nov
193612,-0.0177,684,1936-12-01,1936,Dec
193701,-0.1681,685,1937-01-01,1937,Jan
193702,0.041,686,1937-02-01,1937,Feb
193703,-0.1821,687,1937-03-01,1937,Mar
193704,-0.1252,688,1937-04-01,1937,Apr
193705,-0.0181,689,1937-05-01,1937,May
193706,0.0122,690,1937-06-01,1937,Jun
193707,-0.0022,691,1937-07-01,1937,Jul
193708,0.0922,692,1937-08-01,1937,Aug
193709,0.1313,693,1937-09-01,1937,Sep
193710,0.1139,694,1937-10-01,1937,Oct
193711,0.011,695,1937-11-01,1937,Nov
193712,-0.09,696,1937-12-01,1937,Dec
193801,-0.0382,697,1938-01-01,1938,Jan
193802,-0.0538,698,1938-02-01,1938,Feb
193803,0.0302,699,1938-03-01,1938,Mar
193804,0.0434,700,1938-04-01,1938,Apr
193805,-0.0191,701,1938-05-01,1938,May
193806,-0.0932,702,1938-06-01,1938,Jun
193807,-0.0495,703,1938-07-01,1938,Jul
193808,-0.0159,704,1938-08-01,1938,Aug
193809,0.0312,705,1938-09-01,1938,Sep
193810,0.0743,706,1938-10-01,1938,Oct
193811,0.0035,707,1938-11-01,1938,Nov
193812,-0.2536,708,1938-12-01,1938,Dec
193901,-0.1656,709,1939-01-01,1939,Jan
193902,-0.1104,710,1939-02-01,1939,Feb
193903,-0.1886,711,1939-03-01,1939,Mar
193904,-0.1296,712,1939-04-01,1939,Apr
193905,-0.0396,713,1939-05-01,1939,May
193906,-0.013,714,1939-06-01,1939,Jun
193907,0.0033,715,1939-07-01,1939,Jul
193908,0.056,716,1939-08-01,1939,Aug
193909,0.0106,717,1939-09-01,1939,Sep
193910,-0.0409,718,1939-10-01,1939,Oct
193911,0.0476,719,1939-11-01,1939,Nov
193912,0.4089,720,1939-12-01,1939,Dec
194001,-0.1208,721,1940-01-01,1940,Jan
194002,0.0552,722,1940-02-01,1940,Feb
194003,0.0721,723,1940-03-01,1940,Mar
194004,0.1304,724,1940-04-01,1940,Apr
194005,0.0567,725,1940-05-01,1940,May
194006,0.1049,726,1940-06-01,1940,Jun
194007,0.1471,727,1940-07-01,1940,Jul
194008,0.0935,728,1940-08-01,1940,Aug
194009,0.1489,729,1940-09-01,1940,Sep
194010,0.1027,730,1940-10-01,1940,Oct
194011,0.1031,731,1940-11-01,1940,Nov
194012,0.2691,732,1940-12-01,1940,Dec
194101,0.1846,733,1941-01-01,1941,Jan
194102,0.2307,734,1941-02-01,1941,Feb
194103,0.1033,735,1941-03-01,1941,Mar
194104,0.2235,736,1941-04-01,1941,Apr
194105,0.2483,737,1941-05-01,1941,May
194106,0.1641,738,1941-06-01,1941,Jun
194107,0.2092,739,1941-07-01,1941,Jul
194108,0.1792,740,1941-08-01,1941,Aug
194109,0.0902,741,1941-09-01,1941,Sep
194110,0.3144,742,1941-10-01,1941,Oct
194111,0.227,743,1941-11-01,1941,Nov
194112,0.2141,744,1941-12-01,1941,Dec
194201,0.3048,745,1942-01-01,1942,Jan
194202,0.101,746,1942-02-01,1942,Feb
194203,0.1809,747,1942-03-01,1942,Mar
194204,0.1953,748,1942-04-01,1942,Apr
194205,0.1712,749,1942-05-01,1942,May
194206,0.2109,750,1942-06-01,1942,Jun
194207,0.0811,751,1942-07-01,1942,Jul
194208,0.0474,752,1942-08-01,1942,Aug
194209,0.1207,753,1942-09-01,1942,Sep
194210,0.1542,754,1942-10-01,1942,Oct
194211,0.1677,755,1942-11-01,1942,Nov
194212,0.1564,756,1942-12-01,1942,Dec
194301,-0.0211,757,1943-01-01,1943,Jan
194302,0.1732,758,1943-02-01,1943,Feb
194303,0.0794,759,1943-03-01,1943,Mar
194304,0.1739,760,1943-04-01,1943,Apr
194305,0.1368,761,1943-05-01,1943,May
194306,0.0257,762,1943-06-01,1943,Jun
194307,0.1865,763,1943-07-01,1943,Jul
194308,0.1039,764,1943-08-01,1943,Aug
194309,0.1491,765,1943-09-01,1943,Sep
194310,0.3197,766,1943-10-01,1943,Oct
194311,0.2494,767,1943-11-01,1943,Nov
194312,0.3576,768,1943-12-01,1943,Dec
194401,0.4247,769,1944-01-01,1944,Jan
194402,0.3084,770,1944-02-01,1944,Feb
194403,0.3678,771,1944-03-01,1944,Mar
194404,0.2747,772,1944-04-01,1944,Apr
194405,0.2763,773,1944-05-01,1944,May
194406,0.3385,774,1944-06-01,1944,Jun
194407,0.3187,775,1944-07-01,1944,Jul
194408,0.2789,776,1944-08-01,1944,Aug
194409,0.3886,777,1944-09-01,1944,Sep
194410,0.3213,778,1944-10-01,1944,Oct
194411,0.1536,779,1944-11-01,1944,Nov
194412,0.1035,780,1944-12-01,1944,Dec
194501,0.1597,781,1945-01-01,1945,Jan
194502,0.0192,782,1945-02-01,1945,Feb
194503,0.1091,783,1945-03-01,1945,Mar
194504,0.2785,784,1945-04-01,1945,Apr
194505,0.1839,785,1945-05-01,1945,May
194506,0.1447,786,1945-06-01,1945,Jun
194507,0.1689,787,1945-07-01,1945,Jul
194508,0.3619,788,1945-08-01,1945,Aug
194509,0.2637,789,1945-09-01,1945,Sep
194510,0.2646,790,1945-10-01,1945,Oct
194511,0.1959,791,1945-11-01,1945,Nov
194512,-0.0422,792,1945-12-01,1945,Dec
194601,0.225,793,1946-01-01,1946,Jan
194602,0.0902,794,1946-02-01,1946,Feb
194603,0.0032,795,1946-03-01,1946,Mar
194604,0.1783,796,1946-04-01,1946,Apr
194605,-0.0279,797,1946-05-01,1946,May
194606,-0.099,798,1946-06-01,1946,Jun
194607,-0.0342,799,1946-07-01,1946,Jul
194608,-0.0662,800,1946-08-01,1946,Aug
194609,-0.0154,801,1946-09-01,1946,Sep
194610,-0.0032,802,1946-10-01,1946,Oct
194611,-0.0148,803,1946-11-01,1946,Nov
194612,-0.2619,804,1946-12-01,1946,Dec
194701,-0.1833,805,1947-01-01,1947,Jan
194702,-0.075,806,1947-02-01,1947,Feb
194703,-0.0069,807,1947-03-01,1947,Mar
194704,0.0167,808,1947-04-01,1947,Apr
194705,-0.0182,809,1947-05-01,1947,May
194706,0.0199,810,1947-06-01,1947,Jun
194707,-0.0103,811,1947-07-01,1947,Jul
194708,-0.06,812,1947-08-01,1947,Aug
194709,-0.1278,813,1947-09-01,1947,Sep
194710,0.0588,814,1947-10-01,1947,Oct
194711,-0.0215,815,1947-11-01,1947,Nov
194712,-0.1456,816,1947-12-01,1947,Dec
194801,0.0543,817,1948-01-01,1948,Jan
194802,-0.0938,818,1948-02-01,1948,Feb
194803,-0.1866,819,1948-03-01,1948,Mar
194804,-0.0625,820,1948-04-01,1948,Apr
194805,0.1471,821,1948-05-01,1948,May
194806,-0.0119,822,1948-06-01,1948,Jun
194807,-0.0621,823,1948-07-01,1948,Jul
194808,-0.0223,824,1948-08-01,1948,Aug
194809,-0.1008,825,1948-09-01,1948,Sep
194810,-0.0662,826,1948-10-01,1948,Oct
194811,-0.0574,827,1948-11-01,1948,Nov
194812,-0.1138,828,1948-12-01,1948,Dec
194901,0.1202,829,1949-01-01,1949,Jan
194902,-0.1476,830,1949-02-01,1949,Feb
194903,-0.0719,831,1949-03-01,1949,Mar
194904,0.0091,832,1949-04-01,1949,Apr
194905,-0.0061,833,1949-05-01,1949,May
194906,-0.1465,834,1949-06-01,1949,Jun
194907,-0.0746,835,1949-07-01,1949,Jul
194908,-0.0168,836,1949-08-01,1949,Aug
194909,-0.0652,837,1949-09-01,1949,Sep
194910,-0.0298,838,1949-10-01,1949,Oct
194911,-0.0494,839,1949-11-01,1949,Nov
194912,-0.18,840,1949-12-01,1949,Dec
195001,-0.2724,841,1950-01-01,1950,Jan
195002,-0.2351,842,1950-02-01,1950,Feb
195003,-0.0822,843,1950-03-01,1950,Mar
195004,-0.1658,844,1950-04-01,1950,Apr
195005,-0.049,845,1950-05-01,1950,May
195006,-0.0516,846,1950-06-01,1950,Jun
195007,-0.0991,847,1950-07-01,1950,Jul
195008,-0.1332,848,1950-08-01,1950,Aug
195009,-0.0991,849,1950-09-01,1950,Sep
195010,-0.1609,850,1950-10-01,1950,Oct
195011,-0.3547,851,1950-11-01,1950,Nov
195012,-0.1756,852,1950-12-01,1950,Dec
195101,-0.2831,853,1951-01-01,1951,Jan
195102,-0.403,854,1951-02-01,1951,Feb
195103,-0.1614,855,1951-03-01,1951,Mar
195104,-0.0806,856,1951-04-01,1951,Apr
195105,0.064,857,1951-05-01,1951,May
195106,0.0432,858,1951-06-01,1951,Jun
195107,0.1167,859,1951-07-01,1951,Jul
195108,0.1205,860,1951-08-01,1951,Aug
195109,0.1391,861,1951-09-01,1951,Sep
195110,0.1154,862,1951-10-01,1951,Oct
195111,0.0331,863,1951-11-01,1951,Nov
195112,0.2214,864,1951-12-01,1951,Dec
195201,0.1588,865,1952-01-01,1952,Jan
195202,0.0976,866,1952-02-01,1952,Feb
195203,-0.0411,867,1952-03-01,1952,Mar
195204,0.0724,868,1952-04-01,1952,Apr
195205,0.0398,869,1952-05-01,1952,May
195206,0.0472,870,1952-06-01,1952,Jun
195207,0.079,871,1952-07-01,1952,Jul
195208,0.0718,872,1952-08-01,1952,Aug
195209,0.0731,873,1952-09-01,1952,Sep
195210,-0.0296,874,1952-10-01,1952,Oct
195211,-0.1897,875,1952-11-01,1952,Nov
195212,-0.001,876,1952-12-01,1952,Dec
195301,0.1085,877,1953-01-01,1953,Jan
195302,0.157,878,1953-02-01,1953,Feb
195303,0.1599,879,1953-03-01,1953,Mar
195304,0.1913,880,1953-04-01,1953,Apr
195305,0.1488,881,1953-05-01,1953,May
195306,0.1309,882,1953-06-01,1953,Jun
195307,0.0733,883,1953-07-01,1953,Jul
195308,0.087,884,1953-08-01,1953,Aug
195309,0.0702,885,1953-09-01,1953,Sep
195310,0.0778,886,1953-10-01,1953,Oct
195311,-0.0557,887,1953-11-01,1953,Nov
195312,0.0624,888,1953-12-01,1953,Dec
195401,-0.2305,889,1954-01-01,1954,Jan
195402,-0.0819,890,1954-02-01,1954,Feb
195403,-0.0861,891,1954-03-01,1954,Mar
195404,-0.1714,892,1954-04-01,1954,Apr
195405,-0.1964,893,1954-05-01,1954,May
195406,-0.1094,894,1954-06-01,1954,Jun
195407,-0.1164,895,1954-07-01,1954,Jul
195408,-0.0842,896,1954-08-01,1954,Aug
195409,-0.0525,897,1954-09-01,1954,Sep
195410,-0.0651,898,1954-10-01,1954,Oct
195411,0.0443,899,1954-11-01,1954,Nov
195412,-0.1803,900,1954-12-01,1954,Dec
195501,0.094,901,1955-01-01,1955,Jan
195502,-0.127,902,1955-02-01,1955,Feb
195503,-0.3039,903,1955-03-01,1955,Mar
195504,-0.2342,904,1955-04-01,1955,Apr
195505,-0.1226,905,1955-05-01,1955,May
195506,-0.064,906,1955-06-01,1955,Jun
195507,-0.0829,907,1955-07-01,1955,Jul
195508,-0.02,908,1955-08-01,1955,Aug
195509,-0.0878,909,1955-09-01,1955,Sep
195510,-0.1188,910,1955-10-01,1955,Oct
195511,-0.2335,911,1955-11-01,1955,Nov
195512,-0.2657,912,1955-12-01,1955,Dec
195601,-0.172,913,1956-01-01,1956,Jan
195602,-0.2693,914,1956-02-01,1956,Feb
195603,-0.1938,915,1956-03-01,1956,Mar
195604,-0.2801,916,1956-04-01,1956,Apr
195605,-0.2229,917,1956-05-01,1956,May
195606,-0.1392,918,1956-06-01,1956,Jun
195607,-0.1302,919,1956-07-01,1956,Jul
195608,-0.1811,920,1956-08-01,1956,Aug
195609,-0.2478,921,1956-09-01,1956,Sep
195610,-0.1956,922,1956-10-01,1956,Oct
195611,-0.1509,923,1956-11-01,1956,Nov
195612,-0.1483,924,1956-12-01,1956,Dec
195701,-0.1147,925,1957-01-01,1957,Jan
195702,-0.1075,926,1957-02-01,1957,Feb
195703,-0.0616,927,1957-03-01,1957,Mar
195704,-0.0139,928,1957-04-01,1957,Apr
195705,0.1139,929,1957-05-01,1957,May
195706,0.1646,930,1957-06-01,1957,Jun
195707,0.0658,931,1957-07-01,1957,Jul
195708,0.1362,932,1957-08-01,1957,Aug
195709,0.0795,933,1957-09-01,1957,Sep
195710,0.0194,934,1957-10-01,1957,Oct
195711,0.1343,935,1957-11-01,1957,Nov
195712,0.2346,936,1957-12-01,1957,Dec
195801,0.3023,937,1958-01-01,1958,Jan
195802,0.2143,938,1958-02-01,1958,Feb
195803,0.1243,939,1958-03-01,1958,Mar
195804,0.1178,940,1958-04-01,1958,Apr
195805,0.1084,941,1958-05-01,1958,May
195806,0.0693,942,1958-06-01,1958,Jun
195807,0.0698,943,1958-07-01,1958,Jul
195808,0.0589,944,1958-08-01,1958,Aug
195809,0.0245,945,1958-09-01,1958,Sep
195810,0.045,946,1958-10-01,1958,Oct
195811,0.0957,947,1958-11-01,1958,Nov
195812,0.1517,948,1958-12-01,1958,Dec
195901,0.1295,949,1959-01-01,1959,Jan
195902,0.0704,950,1959-02-01,1959,Feb
195903,0.2079,951,1959-03-01,1959,Mar
195904,0.1214,952,1959-04-01,1959,Apr
195905,0.0311,953,1959-05-01,1959,May
195906,0.0899,954,1959-06-01,1959,Jun
195907,0.0722,955,1959-07-01,1959,Jul
195908,0.0572,956,1959-08-01,1959,Aug
195909,0.101,957,1959-09-01,1959,Sep
195910,-0.0097,958,1959-10-01,1959,Oct
195911,-0.0766,959,1959-11-01,1959,Nov
195912,-0.031,960,1959-12-01,1959,Dec
196001,0.0056,961,1960-01-01,1960,Jan
196002,0.1921,962,1960-02-01,1960,Feb
196003,-0.2021,963,1960-03-01,1960,Mar
196004,-0.0942,964,1960-04-01,1960,Apr
196005,-0.0808,965,1960-05-01,1960,May
196006,0.0803,966,1960-06-01,1960,Jun
196007,0.0382,967,1960-07-01,1960,Jul
196008,0.0512,968,1960-08-01,1960,Aug
196009,0.0672,969,1960-09-01,1960,Sep
196010,0.0411,970,1960-10-01,1960,Oct
196011,-0.044,971,1960-11-01,1960,Nov
196012,0.2318,972,1960-12-01,1960,Dec
196101,0.1219,973,1961-01-01,1961,Jan
196102,0.1797,974,1961-02-01,1961,Feb
196103,0.168,975,1961-03-01,1961,Mar
196104,0.1365,976,1961-04-01,1961,Apr
196105,0.1656,977,1961-05-01,1961,May
196106,0.1522,978,1961-06-01,1961,Jun
196107,0.0391,979,1961-07-01,1961,Jul
196108,0.0368,980,1961-08-01,1961,Aug
196109,-1e-4,981,1961-09-01,1961,Sep
196110,-0.0306,982,1961-10-01,1961,Oct
196111,0.0196,983,1961-11-01,1961,Nov
196112,-0.0129,984,1961-12-01,1961,Dec
196201,0.1372,985,1962-01-01,1962,Jan
196202,0.1734,986,1962-02-01,1962,Feb
196203,0.1242,987,1962-03-01,1962,Mar
196204,0.081,988,1962-04-01,1962,Apr
196205,0.0633,989,1962-05-01,1962,May
196206,0.0636,990,1962-06-01,1962,Jun
196207,0.0943,991,1962-07-01,1962,Jul
196208,0.0614,992,1962-08-01,1962,Aug
196209,0.067,993,1962-09-01,1962,Sep
196210,0.0842,994,1962-10-01,1962,Oct
196211,0.0795,995,1962-11-01,1962,Nov
196212,0.0931,996,1962-12-01,1962,Dec
196301,0.0427,997,1963-01-01,1963,Jan
196302,0.261,998,1963-02-01,1963,Feb
196303,-0.0177,999,1963-03-01,1963,Mar
196304,7e-4,1000,1963-04-01,1963,Apr
196305,0.0166,1001,1963-05-01,1963,May
196306,0.0548,1002,1963-06-01,1963,Jun
196307,0.144,1003,1963-07-01,1963,Jul
196308,0.1632,1004,1963-08-01,1963,Aug
196309,0.169,1005,1963-09-01,1963,Sep
196310,0.2184,1006,1963-10-01,1963,Oct
196311,0.1985,1007,1963-11-01,1963,Nov
196312,0.0858,1008,1963-12-01,1963,Dec
196401,0.0532,1009,1964-01-01,1964,Jan
196402,-0.1017,1010,1964-02-01,1964,Feb
196403,-0.1387,1011,1964-03-01,1964,Mar
196404,-0.1819,1012,1964-04-01,1964,Apr
196405,-0.0943,1013,1964-05-01,1964,May
196406,-0.0895,1014,1964-06-01,1964,Jun
196407,-0.1076,1015,1964-07-01,1964,Jul
196408,-0.1619,1016,1964-08-01,1964,Aug
196409,-0.205,1017,1964-09-01,1964,Sep
196410,-0.2627,1018,1964-10-01,1964,Oct
196411,-0.1983,1019,1964-11-01,1964,Nov
196412,-0.2606,1020,1964-12-01,1964,Dec
196501,-0.0671,1021,1965-01-01,1965,Jan
196502,-0.1925,1022,1965-02-01,1965,Feb
196503,-0.0966,1023,1965-03-01,1965,Mar
196504,-0.1843,1024,1965-04-01,1965,Apr
196505,-0.0748,1025,1965-05-01,1965,May
196506,-0.0394,1026,1965-06-01,1965,Jun
196507,-0.0806,1027,1965-07-01,1965,Jul
196508,-0.0423,1028,1965-08-01,1965,Aug
196509,-0.0469,1029,1965-09-01,1965,Sep
196510,0.0275,1030,1965-10-01,1965,Oct
196511,-0.086,1031,1965-11-01,1965,Nov
196512,-0.01,1032,1965-12-01,1965,Dec
196601,-0.042,1033,1966-01-01,1966,Jan
196602,-0.0351,1034,1966-02-01,1966,Feb
196603,6e-4,1035,1966-03-01,1966,Mar
196604,-0.0879,1036,1966-04-01,1966,Apr
196605,-0.0318,1037,1966-05-01,1966,May
196606,0.0631,1038,1966-06-01,1966,Jun
196607,0.0695,1039,1966-07-01,1966,Jul
196608,0.023,1040,1966-08-01,1966,Aug
196609,0.0298,1041,1966-09-01,1966,Sep
196610,-0.0562,1042,1966-10-01,1966,Oct
196611,-0.0433,1043,1966-11-01,1966,Nov
196612,-0.1208,1044,1966-12-01,1966,Dec
196701,-0.1048,1045,1967-01-01,1967,Jan
196702,-0.164,1046,1967-02-01,1967,Feb
196703,0.0056,1047,1967-03-01,1967,Mar
196704,0.0084,1048,1967-04-01,1967,Apr
196705,0.1263,1049,1967-05-01,1967,May
196706,-0.0278,1050,1967-06-01,1967,Jun
196707,-0.0153,1051,1967-07-01,1967,Jul
196708,-0.0029,1052,1967-08-01,1967,Aug
196709,-0.0288,1053,1967-09-01,1967,Sep
196710,0.1306,1054,1967-10-01,1967,Oct
196711,-0.0194,1055,1967-11-01,1967,Nov
196712,-0.0383,1056,1967-12-01,1967,Dec
196801,-0.1845,1057,1968-01-01,1968,Jan
196802,-0.1258,1058,1968-02-01,1968,Feb
196803,0.1512,1059,1968-03-01,1968,Mar
196804,-0.0693,1060,1968-04-01,1968,Apr
196805,-0.0798,1061,1968-05-01,1968,May
196806,-0.0143,1062,1968-06-01,1968,Jun
196807,-0.0193,1063,1968-07-01,1968,Jul
196808,-0.0125,1064,1968-08-01,1968,Aug
196809,-0.0085,1065,1968-09-01,1968,Sep
196810,0.0496,1066,1968-10-01,1968,Oct
196811,0.017,1067,1968-11-01,1968,Nov
196812,-0.041,1068,1968-12-01,1968,Dec
196901,-0.1279,1069,1969-01-01,1969,Jan
196902,-0.1019,1070,1969-02-01,1969,Feb
196903,0.1239,1071,1969-03-01,1969,Mar
196904,0.1949,1072,1969-04-01,1969,Apr
196905,0.1775,1073,1969-05-01,1969,May
196906,0.0797,1074,1969-06-01,1969,Jun
196907,0.095,1075,1969-07-01,1969,Jul
196908,0.0981,1076,1969-08-01,1969,Aug
196909,0.086,1077,1969-09-01,1969,Sep
196910,0.0734,1078,1969-10-01,1969,Oct
196911,0.1922,1079,1969-11-01,1969,Nov
196912,0.2487,1080,1969-12-01,1969,Dec
197001,0.1214,1081,1970-01-01,1970,Jan
197002,0.235,1082,1970-02-01,1970,Feb
197003,0.0331,1083,1970-03-01,1970,Mar
197004,0.1315,1084,1970-04-01,1970,Apr
197005,0.0432,1085,1970-05-01,1970,May
197006,0.0309,1086,1970-06-01,1970,Jun
197007,-0.02,1087,1970-07-01,1970,Jul
197008,-0.018,1088,1970-08-01,1970,Aug
197009,0.0095,1089,1970-09-01,1970,Sep
197010,-0.0351,1090,1970-10-01,1970,Oct
197011,0.0245,1091,1970-11-01,1970,Nov
197012,-0.0948,1092,1970-12-01,1970,Dec
197101,-0.0047,1093,1971-01-01,1971,Jan
197102,-0.2157,1094,1971-02-01,1971,Feb
197103,-0.14,1095,1971-03-01,1971,Mar
197104,-0.1308,1096,1971-04-01,1971,Apr
197105,-0.0904,1097,1971-05-01,1971,May
197106,-0.1246,1098,1971-06-01,1971,Jun
197107,-0.0635,1099,1971-07-01,1971,Jul
197108,-0.0671,1100,1971-08-01,1971,Aug
197109,-0.0423,1101,1971-09-01,1971,Sep
197110,-0.0752,1102,1971-10-01,1971,Oct
197111,0.0367,1103,1971-11-01,1971,Nov
197112,-0.0211,1104,1971-12-01,1971,Dec
197201,-0.2417,1105,1972-01-01,1972,Jan
197202,-0.1629,1106,1972-02-01,1972,Feb
197203,0.0024,1107,1972-03-01,1972,Mar
197204,0.0365,1108,1972-04-01,1972,Apr
197205,0.016,1109,1972-05-01,1972,May
197206,0.0784,1110,1972-06-01,1972,Jun
197207,0.0643,1111,1972-07-01,1972,Jul
197208,0.0877,1112,1972-08-01,1972,Aug
197209,0.021,1113,1972-09-01,1972,Sep
197210,0.0894,1114,1972-10-01,1972,Oct
197211,0.081,1115,1972-11-01,1972,Nov
197212,0.2537,1116,1972-12-01,1972,Dec
197301,0.2585,1117,1973-01-01,1973,Jan
197302,0.3704,1118,1973-02-01,1973,Feb
197303,0.3308,1119,1973-03-01,1973,Mar
197304,0.2511,1120,1973-04-01,1973,Apr
197305,0.2155,1121,1973-05-01,1973,May
197306,0.1981,1122,1973-06-01,1973,Jun
197307,0.1152,1123,1973-07-01,1973,Jul
197308,0.0774,1124,1973-08-01,1973,Aug
197309,0.0568,1125,1973-09-01,1973,Sep
197310,0.0456,1126,1973-10-01,1973,Oct
197311,0.0218,1127,1973-11-01,1973,Nov
197312,0.0273,1128,1973-12-01,1973,Dec
197401,-0.1963,1129,1974-01-01,1974,Jan
197402,-0.2562,1130,1974-02-01,1974,Feb
